dataset,label_set,value,label_text
h4l15,demo_cob,78,Indonesia
h4l15,demo_cob,79,Iran
h4l15,demo_cob,80,Iraq
h4l15,demo_cob,81,Ireland
h4l15,demo_cob,82,Israel
h4l15,demo_cob,83,Italy
h4l15,demo_cob,84,Jamaica
h4l15,demo_cob,85,Japan
h4l15,demo_cob,86,Jordan
h4l15,demo_cob,87,Kazakhstan
h4l15,demo_cob,88,Kenya
h4l15,demo_cob,89,Kiribati
h4l15,demo_cob,90,Kuwait
h4l15,demo_cob,91,Kyrgyzstan
h4l15,demo_cob,92,Laos
h4l15,demo_cob,93,Latvia
h4l15,demo_cob,94,Lebanon
h4l15,demo_cob,95,Lesotho
h4l15,demo_cob,96,Liberia
h4l15,demo_cob,97,Libya
h4l15,demo_cob,98,Liechtenstein
h4l15,demo_cob,99,Lithuania
h4l15,demo_cob,100,Luxembourg
h4l15,demo_cob,101,Madagascar
h4l15,demo_cob,102,Malawi
h4l15,demo_cob,103,Malaysia
h4l15,demo_cob,104,Maldives
h4l15,demo_cob,105,Mali
h4l15,demo_cob,106,Malta
h4l15,demo_cob,107,Marshall Islands
h4l15,demo_cob,108,Mauritania
h4l15,demo_cob,109,Mauritius
h4l15,demo_cob,110,Mexico
h4l15,demo_cob,111,Micronesia
h4l15,demo_cob,112,Moldova
h4l15,demo_cob,113,Monaco
h4l15,demo_cob,114,Mongolia
h4l15,demo_cob,115,Montenegro
h4l15,demo_cob,116,Morocco
h4l15,demo_cob,117,Mozambique
h4l15,demo_cob,118,Myanmar
h4l15,demo_cob,119,Namibia
h4l15,demo_cob,120,Nauru
h4l15,demo_cob,121,Nepal
h4l15,demo_cob,122,Netherlands
h4l15,demo_cob,123,New Zealand
h4l15,demo_cob,124,Nicaragua
h4l15,demo_cob,125,Niger
h4l15,demo_cob,126,Nigeria
h4l15,demo_cob,127,North Korea
h4l15,demo_cob,128,North Macedonia
h4l15,demo_cob,129,Norway
h4l15,demo_cob,130,Oman
h4l15,demo_cob,131,Pakistan
h4l15,demo_cob,132,Palau
h4l15,demo_cob,133,Panama
h4l15,demo_cob,134,Papua New Guinea
h4l15,demo_cob,135,Paraguay
h4l15,demo_cob,136,Peru
h4l15,demo_cob,137,Philippines
h4l15,demo_cob,138,Poland
h4l15,demo_cob,139,Portugal
h4l15,demo_cob,140,Qatar
h4l15,demo_cob,141,Romania
h4l15,demo_cob,142,Russia
h4l15,demo_cob,143,Rwanda
h4l15,demo_cob,144,Saint Kitts & Nevis
h4l15,demo_cob,145,Saint Lucia
h4l15,demo_cob,146,Samoa
h4l15,demo_cob,147,San Marino
h4l15,demo_cob,148,Sao Tome & Principe
h4l15,demo_cob,149,Saudi Arabia
h4l15,demo_cob,150,Senegal
h4l15,demo_cob,151,Serbia
h4l15,demo_cob,152,Seychelles
h4l15,demo_cob,153,Sierra Leone
h4l15,demo_cob,154,Singapore
h4l15,demo_cob,155,Slovakia
h4l15,demo_cob,156,Slovenia
h4l15,demo_cob,157,Solomon Islands
h4l15,demo_cob,158,Somalia
h4l15,demo_cob,159,South Africa
h4l15,demo_cob,160,South Korea
h4l15,demo_cob,161,South Sudan
h4l15,demo_cob,162,Spain
h4l15,demo_cob,163,Sri Lanka
h4l15,demo_cob,164,St. Vincent & Grenadines
h4l15,demo_cob,165,State of Palestine
h4l15,demo_cob,166,Sudan
h4l15,demo_cob,167,Suriname
h4l15,demo_cob,168,Swaziland
h4l15,demo_cob,169,Sweden
h4l15,demo_cob,170,Switzerland
h4l15,demo_cob,171,Syria
h4l15,demo_cob,172,Tajikistan
h4l15,demo_cob,173,Tanzania
h4l15,demo_cob,174,Thailand
h4l15,demo_cob,175,Timor-Leste
h4l15,demo_cob,176,Togo
h4l15,demo_cob,177,Tonga
h4l15,demo_cob,178,Trinidad and Tobago
h4l15,demo_cob,179,Tunisia
h4l15,demo_cob,180,Turkey
h4l15,demo_cob,181,Turkmenistan
h4l15,demo_cob,182,Tuvalu
h4l15,demo_cob,183,Uganda
h4l15,demo_cob,184,Ukraine
h4l15,demo_cob,185,United Arab Emirates
h4l15,demo_cob,186,United Kingdom
h4l15,demo_cob,187,United States
h4l15,demo_cob,188,Uruguay
h4l15,demo_cob,189,Uzbekistan
h4l15,demo_cob,190,Vanuatu
h4l15,demo_cob,191,Venezuela
h4l15,demo_cob,192,Vietnam
h4l15,demo_cob,193,Yemen
h4l15,demo_cob,194,Zambia
h4l15,demo_cob,195,Zimbabwe
h4l15,demo_main_lang,0,English
h4l15,demo_main_lang,1,Other
h4l15,demo_truancy,0,0 days
h4l15,demo_truancy,1,1-2 days
h4l15,demo_truancy,2,3-5 days
h4l15,demo_truancy,3,6-10 days
h4l15,demo_truancy,4,11+ days
h4l15,demo_grades,0,90-100%
h4l15,demo_grades,1,80-89%
h4l15,demo_grades,2,70-79%
h4l15,demo_grades,3,60-69%
h4l15,demo_grades,4,50-59%
h4l15,demo_grades,5,49% and below
h4l15,demo_height_know,0,Yes
h4l15,demo_height_know,1,No
h4l15,demo_weight_know,0,Yes
h4l15,demo_weight_know,1,No
h4l15,know_h4l_01,0,TRUE
h4l15,know_h4l_01,1,FALSE
h4l15,know_h4l_01,2,Don't know
h4l15,know_h4l_02,0,TRUE
h4l15,know_h4l_02,1,FALSE
h4l15,know_h4l_02,2,Don't know
h4l15,know_h4l_03,0,TRUE
h4l15,know_h4l_03,1,FALSE
h4l15,know_h4l_03,2,Don't know
h4l15,know_h4l_04,0,TRUE
h4l15,know_h4l_04,1,FALSE
h4l15,know_h4l_04,2,Don't know
h4l15,know_h4l_05,0,TRUE
h4l15,know_h4l_05,1,FALSE
h4l15,know_h4l_05,2,Don't know
h4l15,know_h4l_06,0,TRUE
h4l15,know_h4l_06,1,FALSE
h4l15,know_h4l_06,2,Don't know
h4l15,know_h4l_07,0,TRUE
h4l15,know_h4l_07,1,FALSE
h4l15,know_h4l_07,2,Don't know
h4l15,know_h4l_08,0,TRUE
h4l15,know_h4l_08,1,FALSE
h4l15,know_h4l_08,2,Don't know
h4l15,know_h4l_09,0,TRUE
h4l15,know_h4l_09,1,FALSE
h4l15,know_h4l_09,2,Don't know
h4l15,know_h4l_10,0,TRUE
h4l15,know_h4l_10,1,FALSE
h4l15,know_h4l_10,2,Don't know
h4l15,know_h4l_11,0,TRUE
h4l15,know_h4l_11,1,FALSE
h4l15,know_h4l_11,2,Don't know
h4l15,know_h4l_12,0,TRUE
h4l15,know_h4l_12,1,FALSE
h4l15,know_h4l_12,2,Don't know
h4l15,know_h4l_13,0,TRUE
h4l15,know_h4l_13,1,FALSE
h4l15,know_h4l_13,2,Don't know
h4l15,know_h4l_14,0,TRUE
h4l15,know_h4l_14,1,FALSE
h4l15,know_h4l_14,2,Don't know
h4l15,know_h4l_15,0,TRUE
h4l15,know_h4l_15,1,FALSE
h4l15,know_h4l_15,2,Don't know
h4l15,know_h4l_16,0,TRUE
h4l15,know_h4l_16,1,FALSE
h4l15,know_h4l_16,2,Don't know
h4l15,know_h4l_17,0,TRUE
h4l15,know_h4l_17,1,FALSE
h4l15,know_h4l_17,2,Don't know
h4l15,know_h4l_18,0,TRUE
h4l15,know_h4l_18,1,FALSE
h4l15,know_h4l_18,2,Don't know
h4l15,know_h4l_19,0,TRUE
h4l15,know_h4l_19,1,FALSE
h4l15,know_h4l_19,2,Don't know
h4l15,know_h4l_20,0,TRUE
h4l15,know_h4l_20,1,FALSE
h4l15,know_h4l_20,2,Don't know
h4l15,hlt_pdss_01,0,Never
h4l15,hlt_pdss_01,1,Seldom (Rarely)
h4l15,hlt_pdss_01,2,Sometimes
h4l15,hlt_pdss_01,3,Often / Frequently
h4l15,hlt_pdss_01,4,Very Often / Always
h4l15,hlt_pdss_02,0,Never
h4l15,hlt_pdss_02,1,Seldom (Rarely)
h4l15,hlt_pdss_02,2,Sometimes
h4l15,hlt_pdss_02,3,Often / Frequently
h4l15,hlt_pdss_02,4,Very Often / Always
h4l15,hlt_pdss_03,0,Never
h4l15,hlt_pdss_03,1,Seldom (Rarely)
h4l15,hlt_pdss_03,2,Sometimes
h4l15,hlt_pdss_03,3,Often / Frequently
h4l15,hlt_pdss_03,4,Very Often / Always
h4l15,hlt_pdss_04,0,Never
h4l15,hlt_pdss_04,1,Seldom (Rarely)
h4l15,hlt_pdss_04,2,Sometimes
h4l15,hlt_pdss_04,3,Often / Frequently
h4l15,hlt_pdss_04,4,Very Often / Always
h4l15,hlt_pdss_05,0,Never
h4l15,hlt_pdss_05,1,Seldom (Rarely)
h4l15,hlt_pdss_05,2,Sometimes
h4l15,hlt_pdss_05,3,Often / Frequently
h4l15,hlt_pdss_05,4,Very Often / Always
h4l15,hlt_pdss_06,0,Never
h4l15,hlt_pdss_06,1,Seldom (Rarely)
h4l15,hlt_pdss_06,2,Sometimes
h4l15,hlt_pdss_06,3,Often / Frequently
h4l15,hlt_pdss_06,4,Very Often / Always
h4l15,hlt_pdss_07,0,Never
h4l15,hlt_pdss_07,1,Seldom (Rarely)
h4l15,hlt_pdss_07,2,Sometimes
h4l15,hlt_pdss_07,3,Often / Frequently
h4l15,hlt_pdss_07,4,Very Often / Always
h4l15,hlt_pdss_08,0,Never
h4l15,hlt_pdss_08,1,Seldom (Rarely)
h4l15,hlt_pdss_08,2,Sometimes
h4l15,hlt_pdss_08,3,Often / Frequently
h4l15,hlt_pdss_08,4,Very Often / Always
h4l15,hb_sleep_difficult,0,Yes
h4l15,hb_sleep_difficult,1,No
h4l15,hb_sleep_difficult_severity,0,Mild
h4l15,hb_sleep_difficult_severity,1,Moderate
h4l15,hb_sleep_difficult_severity,2,Severe
h4l15,hb_sleep_difficult_severity,3,Very Severe
h4l15,hb_sleep_parentset,0,Yes
h4l15,hb_sleep_parentset,1,No
h4l15,hb_phone_own,0,Yes
h4l15,hb_phone_own,1,No
h4l15,hb_diet_water,0,Never/ Rarely drink
h4l15,hb_diet_water,1,1 cup or less a WEEK
h4l15,hb_diet_water,2,2 to 4 cups a WEEK
h4l15,hb_diet_water,3,5 to 6 cups a WEEK
h4l15,hb_diet_water,4,1 cup a DAY
h4l15,hb_diet_water,5,1½ cups or more a DAY
h4l15,hb_diet_water,6,2 or more cups a DAY
h4l15,hb_diet_juice,0,Never/ Rarely drink
h4l15,hb_diet_juice,1,1 cup or less a WEEK
h4l15,hb_diet_juice,2,2 to 4 cups a WEEK
h4l15,hb_diet_juice,3,5 to 6 cups a WEEK
h4l15,hb_diet_juice,4,1 cup a DAY
h4l15,hb_diet_juice,5,1½ cups or more a DAY
h4l15,hb_diet_juice,6,2 or more cups a DAY
h4l15,hb_diet_dietssb,0,Never/ Rarely drink
h4l15,hb_diet_dietssb,1,1 cup or less a WEEK
h4l15,hb_diet_dietssb,2,2 to 4 cups a WEEK
h4l15,hb_diet_dietssb,3,5 to 6 cups a WEEK
h4l15,hb_diet_dietssb,4,1 cup a DAY
h4l15,hb_diet_dietssb,5,1½ cups or more a DAY
h4l15,hb_diet_dietssb,6,2 or more cups a DAY
h4l15,hb_diet_ssb,0,Never/ Rarely drink
h4l15,hb_diet_ssb,1,1 cup or less a WEEK
h4l15,hb_diet_ssb,2,2 to 4 cups a WEEK
h4l15,hb_diet_ssb,3,5 to 6 cups a WEEK
h4l15,hb_diet_ssb,4,1 cup a DAY
h4l15,hb_diet_ssb,5,1½ cups or more a DAY
h4l15,hb_diet_ssb,6,2 or more cups a DAY
h4l15,hb_diet_energy_small,0,Never/ Rarely
h4l15,hb_diet_energy_small,1,1 or less times a week
h4l15,hb_diet_energy_small,2,2 to 4 times a week
h4l15,hb_diet_energy_small,3,5 to 6 times a week
h4l15,hb_diet_energy_small,4,Once a day
h4l15,hb_diet_energy_small,5,2 or more times a day
h4l15,hb_diet_energy_big,0,Never/ Rarely
h4l15,hb_diet_energy_big,1,1 or less times a week
h4l15,hb_diet_energy_big,2,2 to 4 times a week
h4l15,hb_diet_energy_big,3,5 to 6 times a week
h4l15,hb_diet_energy_big,4,Once a day
h4l15,hb_diet_energy_big,5,2 or more times a day
h4l15,hb_diet_fruit_serve,0,I don’t eat fruit
h4l15,hb_diet_fruit_serve,1,Less than 1 serve per day
h4l15,hb_diet_fruit_serve,2,1 serve per day
h4l15,hb_diet_fruit_serve,3,2 serves per day
h4l15,hb_diet_fruit_serve,4,3 serves per day
h4l15,hb_diet_fruit_serve,5,4 serves per day
h4l15,hb_diet_fruit_serve,6,5 serves per day
h4l15,hb_diet_fruit_serve,7,6 serves per day
h4l15,hb_diet_fruit_serve,8,More than 6 servings per day
h4l15,hb_diet_fruit_serve,9,I don&amp
h4l15,hb_diet_veg_serve,0,I don’t eat vegetables
h4l15,hb_diet_veg_serve,1,Less than 1 serve per day
h4l15,hb_diet_veg_serve,2,1 serve per day
h4l15,hb_diet_veg_serve,3,2 serves per day
h4l15,hb_diet_veg_serve,4,3 serves per day
h4l15,hb_diet_veg_serve,5,4 serves per day
h4l15,hb_diet_veg_serve,6,5 serves per day
h4l15,hb_diet_veg_serve,7,6 serves per day
h4l15,hb_diet_veg_serve,8,More than 6 serves per day
h4l15,hb_diet_veg_serve,9,Don’t know
h4l15,hb_pa_mvpa_7,0,No days
h4l15,hb_pa_mvpa_7,1,1 day
h4l15,hb_pa_mvpa_7,2,2 days
h4l15,hb_pa_mvpa_7,3,3 days
h4l15,hb_pa_mvpa_7,4,4 days
h4l15,hb_pa_mvpa_7,5,5 days
h4l15,hb_pa_mvpa_7,6,6 days
h4l15,hb_pa_mvpa_7,7,All days
h4l15,hb_pa_mvpa_typ,0,No days
h4l15,hb_pa_mvpa_typ,1,1 day
h4l15,hb_pa_mvpa_typ,2,2 days
h4l15,hb_pa_mvpa_typ,3,3 days
h4l15,hb_pa_mvpa_typ,4,4 days
h4l15,hb_pa_mvpa_typ,5,5 days
h4l15,hb_pa_mvpa_typ,6,6 days
h4l15,hb_pa_mvpa_typ,7,All days
h4l15,hb_pa_orgsport,0,No
h4l15,hb_pa_orgsport,1,Yes
h4l15,hb_pa_indsport,0,No
h4l15,hb_pa_indsport,1,Yes
h4l15,hb_pa_activetrans,0,0 days
h4l15,hb_pa_activetrans,1,1 days
h4l15,hb_pa_activetrans,2,2 days
h4l15,hb_pa_activetrans,3,3 days
h4l15,hb_pa_activetrans,4,4 days
h4l15,hb_pa_activetrans,5,5 days
h4l15,hb_pa_activetrans_freq,0,Every day
h4l15,hb_pa_activetrans_freq,1,Most days (5-6)
h4l15,hb_pa_activetrans_freq,2,Some days (3-4)
h4l15,hb_pa_activetrans_freq,3,Not many days (1-2)
h4l15,hb_pa_activetrans_freq,4,Never
h4l15,sub_alc_friends_drink,0,All or almost all
h4l15,sub_alc_friends_drink,1,More than half
h4l15,sub_alc_friends_drink,2,About half
h4l15,sub_alc_friends_drink,3,Less than half
h4l15,sub_alc_friends_drink,4,None
h4l15,sub_alc_friends_drunk,0,All or almost all
h4l15,sub_alc_friends_drunk,1,More than half
h4l15,sub_alc_friends_drunk,2,About half
h4l15,sub_alc_friends_drunk,3,Less than half
h4l15,sub_alc_friends_drunk,4,None
h4l15,sub_alc_sip,0,Yes
h4l15,sub_alc_sip,1,No
h4l15,sub_alc_sip_6m,0,Yes
h4l15,sub_alc_sip_6m,1,No
h4l15,sub_alc_full_raw,0,Yes
h4l15,sub_alc_full_raw,1,No
h4l15,sub_alc_full_6m_raw,0,Yes
h4l15,sub_alc_full_6m_raw,1,No
h4l15,sub_alc_full_6m_freq_raw,0,Never
h4l15,sub_alc_full_6m_freq_raw,1,Less than monthly
h4l15,sub_alc_full_6m_freq_raw,2,Once a month
h4l15,sub_alc_full_6m_freq_raw,3,2-3 times a month
h4l15,sub_alc_full_6m_freq_raw,4,Weekly
h4l15,sub_alc_full_6m_freq_raw,5,Daily or almost daily
h4l15,sub_alc_full_6m_qty_raw,0,None
h4l15,sub_alc_full_6m_qty_raw,1,1-Feb
h4l15,sub_alc_full_6m_qty_raw,2,3-Apr
h4l15,sub_alc_full_6m_qty_raw,3,5-Jun
h4l15,sub_alc_full_6m_qty_raw,4,7-Sep
h4l15,sub_alc_full_6m_qty_raw,5,10+
h4l15,sub_alc_binge_raw_raw,0,Yes
h4l15,sub_alc_binge_raw_raw,1,No
h4l15,sub_alc_binge_6m_raw,0,Never
h4l15,sub_alc_binge_6m_raw,1,Less than monthly
h4l15,sub_alc_binge_6m_raw,2,Once a month
h4l15,sub_alc_binge_6m_raw,3,2-3 times a month
h4l15,sub_alc_binge_6m_raw,4,Weekly
h4l15,sub_alc_binge_6m_raw,5,Daily or almost daily
h4l15,sub_alc_full_6m_max_raw,0,1-Feb
h4l15,sub_alc_full_6m_max_raw,1,3-Apr
h4l15,sub_alc_full_6m_max_raw,2,5-Jun
h4l15,sub_alc_full_6m_max_raw,3,7-Oct
h4l15,sub_alc_full_6m_max_raw,4,Nov-19
h4l15,sub_alc_full_6m_max_raw,5,20+
h4l15,sub_alc_rapi_01,0,Never
h4l15,sub_alc_rapi_01,1,1-2 times
h4l15,sub_alc_rapi_01,2,3-4 times
h4l15,sub_alc_rapi_01,3,5-6 times
h4l15,sub_alc_rapi_01,4,More than 6 times
h4l15,sub_alc_rapi_02,0,Never
h4l15,sub_alc_rapi_02,1,1-2 times
h4l15,sub_alc_rapi_02,2,3-4 times
h4l15,sub_alc_rapi_02,3,5-6 times
h4l15,sub_alc_rapi_02,4,More than 6 times
h4l15,sub_alc_rapi_03,0,Never
h4l15,sub_alc_rapi_03,1,1-2 times
h4l15,sub_alc_rapi_03,2,3-4 times
h4l15,sub_alc_rapi_03,3,5-6 times
h4l15,sub_alc_rapi_03,4,More than 6 times
h4l15,sub_alc_rapi_04,0,Never
h4l15,sub_alc_rapi_04,1,1-2 times
h4l15,sub_alc_rapi_04,2,3-4 times
h4l15,sub_alc_rapi_04,3,5-6 times
h4l15,sub_alc_rapi_04,4,More than 6 times
h4l15,sub_alc_rapi_05,0,Never
h4l15,sub_alc_rapi_05,1,1-2 times
h4l15,sub_alc_rapi_05,2,3-4 times
h4l15,sub_alc_rapi_05,3,5-6 times
h4l15,sub_alc_rapi_05,4,More than 6 times
h4l15,sub_alc_rapi_06,0,Never
h4l15,sub_alc_rapi_06,1,1-2 times
h4l15,sub_alc_rapi_06,2,3-4 times
h4l15,sub_alc_rapi_06,3,5-6 times
h4l15,sub_alc_rapi_06,4,More than 6 times
h4l15,sub_alc_rapi_07,0,Never
h4l15,sub_alc_rapi_07,1,1-2 times
h4l15,sub_alc_rapi_07,2,3-4 times
h4l15,sub_alc_rapi_07,3,5-6 times
h4l15,sub_alc_rapi_07,4,More than 6 times
h4l15,sub_alc_rapi_08,0,Never
h4l15,sub_alc_rapi_08,1,1-2 times
h4l15,sub_alc_rapi_08,2,3-4 times
h4l15,sub_alc_rapi_08,3,5-6 times
h4l15,sub_alc_rapi_08,4,More than 6 times
h4l15,sub_alc_rapi_09,0,Never
h4l15,sub_alc_rapi_09,1,1-2 times
h4l15,sub_alc_rapi_09,2,3-4 times
h4l15,sub_alc_rapi_09,3,5-6 times
h4l15,sub_alc_rapi_09,4,More than 6 times
h4l15,sub_alc_harms_01,0,0 times
h4l15,sub_alc_harms_01,1,1 times
h4l15,sub_alc_harms_01,2,2 times
h4l15,sub_alc_harms_01,3,3-4 times
h4l15,sub_alc_harms_01,4,5-11 times
h4l15,sub_alc_harms_01,5,12 or more times
h4l15,sub_alc_harms_02,0,0 times
h4l15,sub_alc_harms_02,1,1 times
h4l15,sub_alc_harms_02,2,2 times
h4l15,sub_alc_harms_02,3,3-4 times
h4l15,sub_alc_harms_02,4,5-11 times
h4l15,sub_alc_harms_02,5,12 or more times
h4l15,sub_alc_harms_03,0,0 times
h4l15,sub_alc_harms_03,1,1 times
h4l15,sub_alc_harms_03,2,2 times
h4l15,sub_alc_harms_03,3,3-4 times
h4l15,sub_alc_harms_03,4,5-11 times
h4l15,sub_alc_harms_03,5,12 or more times
h4l15,sub_alc_harms_04,0,0 times
h4l15,sub_alc_harms_04,1,1 times
h4l15,sub_alc_harms_04,2,2 times
h4l15,sub_alc_harms_04,3,3-4 times
h4l15,sub_alc_harms_04,4,5-11 times
h4l15,sub_alc_harms_04,5,12 or more times
h4l15,sub_alc_harms_05,0,0 times
h4l15,sub_alc_harms_05,1,1 times
h4l15,sub_alc_harms_05,2,2 times
h4l15,sub_alc_harms_05,3,3-4 times
h4l15,sub_alc_harms_05,4,5-11 times
h4l15,sub_alc_harms_05,5,12 or more times
h4l15,sub_alc_harms_06,0,0 times
h4l15,sub_alc_harms_06,1,1 times
h4l15,sub_alc_harms_06,2,2 times
h4l15,sub_alc_harms_06,3,3-4 times
h4l15,sub_alc_harms_06,4,5-11 times
h4l15,sub_alc_harms_06,5,12 or more times
h4l15,sub_tob_ever,0,Yes
h4l15,sub_tob_ever,1,No
h4l15,sub_tob_6m_raw,0,Yes
h4l15,sub_tob_6m_raw,1,No
h4l15,sub_tob_1m_days_raw,0,0 days
h4l15,sub_tob_1m_days_raw,1,1 or 2 days
h4l15,sub_tob_1m_days_raw,2,3 to 5 days
h4l15,sub_tob_1m_days_raw,3,6 to 9 days
h4l15,sub_tob_1m_days_raw,4,10 to 19 days
h4l15,sub_tob_1m_days_raw,5,20 to 29 days
h4l15,sub_tob_1m_days_raw,6,All 30 days
h4l15,sub_tob_1m_qty_raw,0,Less than 1 cigarette per day
h4l15,sub_tob_1m_qty_raw,1,1 cigarette per day
h4l15,sub_tob_1m_qty_raw,2,2 to 5 cigarettes per day
h4l15,sub_tob_1m_qty_raw,3,6 to 10 cigarettes per day
h4l15,sub_tob_1m_qty_raw,4,11 to 20 cigarettes per day
h4l15,sub_tob_1m_qty_raw,5,More than 20 cigarettes per day
h4l15,sub_alc_int,0,Very Unlikely
h4l15,sub_alc_int,1,Unlikely
h4l15,sub_alc_int,2,Unsure
h4l15,sub_alc_int,3,Likely
h4l15,sub_alc_int,4,Very Likely
h4l15,sub_tob_int,0,Very Unlikely
h4l15,sub_tob_int,1,Unlikely
h4l15,sub_tob_int,2,Unsure
h4l15,sub_tob_int,3,Likely
h4l15,sub_tob_int,4,Very Likely
h4l15,hb_pa_int,0,Not at all true of me
h4l15,hb_pa_int,1,Not very true of me
h4l15,hb_pa_int,2,Somewhat true of me
h4l15,hb_pa_int,3,Very true of me
h4l15,hb_diet_ssb_int,0,Not at all true of me
h4l15,hb_diet_ssb_int,1,Not very true of me
h4l15,hb_diet_ssb_int,2,Somewhat true of me
h4l15,hb_diet_ssb_int,3,Very true of me
h4l15,hb_sb_int,0,Not at all true of me
h4l15,hb_sb_int,1,Not very true of me
h4l15,hb_sb_int,2,Somewhat true of me
h4l15,hb_sb_int,3,Very true of me
h4l15,hb_sleep_int,0,Not at all true of me
h4l15,hb_sleep_int,1,Not very true of me
h4l15,hb_sleep_int,2,Somewhat true of me
h4l15,hb_sleep_int,3,Very true of me
h4l15,sx_k6_01,0,All of the time
h4l15,sx_k6_01,1,Most of the time
h4l15,sx_k6_01,2,Some of the time
h4l15,sx_k6_01,3,A little of the time
h4l15,sx_k6_01,4,None of the time
h4l15,sx_k6_02,0,All of the time
h4l15,sx_k6_02,1,Most of the time
h4l15,sx_k6_02,2,Some of the time
h4l15,sx_k6_02,3,A little of the time
h4l15,sx_k6_02,4,None of the time
h4l15,sx_k6_03,0,All of the time
h4l15,sx_k6_03,1,Most of the time
h4l15,sx_k6_03,2,Some of the time
h4l15,sx_k6_03,3,A little of the time
h4l15,sx_k6_03,4,None of the time
h4l15,sx_k6_04,0,All of the time
h4l15,sx_k6_04,1,Most of the time
h4l15,sx_k6_04,2,Some of the time
h4l15,sx_k6_04,3,A little of the time
h4l15,sx_k6_04,4,None of the time
h4l15,sx_k6_05,0,All of the time
h4l15,sx_k6_05,1,Most of the time
h4l15,sx_k6_05,2,Some of the time
h4l15,sx_k6_05,3,A little of the time
h4l15,sx_k6_05,4,None of the time
h4l15,sx_k6_06,0,All of the time
h4l15,sx_k6_06,1,Most of the time
h4l15,sx_k6_06,2,Some of the time
h4l15,sx_k6_06,3,A little of the time
h4l15,sx_k6_06,4,None of the time
h4l15,life_ace_ever,0,Yes
h4l15,life_ace_ever,1,No
h4l15,life_ace_mult,0,Yes
h4l15,life_ace_mult,1,No
h4l15,life_ace_age,1,1
h4l15,life_ace_age,2,2
h4l15,life_ace_age,3,3
h4l15,life_ace_age,4,4
h4l15,life_ace_age,5,5
h4l15,life_ace_age,6,6
h4l15,life_ace_age,7,7
h4l15,life_ace_age,8,8
h4l15,life_ace_age,9,9
h4l15,life_ace_age,10,10
h4l15,life_ace_age,11,11
h4l15,life_ace_age,12,12
h4l15,life_ace_age,13,13
h4l15,life_ace_age,14,14
h4l15,life_ace_age,15,15
h4l15,life_ace_age,16,16
h4l15,life_ace_age,17,17
h4l15,life_ace_age,18,18
h4l15,life_ace_age,19,19
h4l15,life_ace_age,20,20
h4l15,sx_phq9_01,0,Not at all
h4l15,sx_phq9_01,1,Several Days
h4l15,sx_phq9_01,2,More than half the days
h4l15,sx_phq9_01,3,Nearly every day
h4l15,sx_phq9_02,0,Not at all
h4l15,sx_phq9_02,1,Several Days
h4l15,sx_phq9_02,2,More than half the days
h4l15,sx_phq9_02,3,Nearly every day
h4l15,sx_phq9_03,0,Not at all
h4l15,sx_phq9_03,1,Several Days
h4l15,sx_phq9_03,2,More than half the days
h4l15,sx_phq9_03,3,Nearly every day
h4l15,sx_phq9_04,0,Not at all
h4l15,sx_phq9_04,1,Several Days
h4l15,sx_phq9_04,2,More than half the days
h4l15,sx_phq9_04,3,Nearly every day
h4l15,sx_phq9_05,0,Not at all
h4l15,sx_phq9_05,1,Several Days
h4l15,sx_phq9_05,2,More than half the days
h4l15,sx_phq9_05,3,Nearly every day
h4l15,sx_phq9_06,0,Not at all
h4l15,sx_phq9_06,1,Several Days
h4l15,sx_phq9_06,2,More than half the days
h4l15,sx_phq9_06,3,Nearly every day
h4l15,sx_phq9_07,0,Not at all
h4l15,sx_phq9_07,1,Several Days
h4l15,sx_phq9_07,2,More than half the days
h4l15,sx_phq9_07,3,Nearly every day
h4l15,sx_phq9_08,0,Not at all
h4l15,sx_phq9_08,1,Several Days
h4l15,sx_phq9_08,2,More than half the days
h4l15,sx_phq9_08,3,Nearly every day
h4l15,sx_phq9_09,0,Not at all
h4l15,sx_phq9_09,1,Several Days
h4l15,sx_phq9_09,2,More than half the days
h4l15,sx_phq9_09,3,Nearly every day
h4l15,sx_promisa_01,0,Never
h4l15,sx_promisa_01,1,Almost Never
h4l15,sx_promisa_01,2,Sometimes
h4l15,sx_promisa_01,3,Often
h4l15,sx_promisa_01,4,Almost Always
h4l15,sx_promisa_02,0,Never
h4l15,sx_promisa_02,1,Almost Never
h4l15,sx_promisa_02,2,Sometimes
h4l15,sx_promisa_02,3,Often
h4l15,sx_promisa_02,4,Almost Always
h4l15,sx_promisa_03,0,Never
h4l15,sx_promisa_03,1,Almost Never
h4l15,sx_promisa_03,2,Sometimes
h4l15,sx_promisa_03,3,Often
h4l15,sx_promisa_03,4,Almost Always
h4l15,sx_promisa_04,0,Never
h4l15,sx_promisa_04,1,Almost Never
h4l15,sx_promisa_04,2,Sometimes
h4l15,sx_promisa_04,3,Often
h4l15,sx_promisa_04,4,Almost Always
h4l15,sx_promisa_05,0,Never
h4l15,sx_promisa_05,1,Almost Never
h4l15,sx_promisa_05,2,Sometimes
h4l15,sx_promisa_05,3,Often
h4l15,sx_promisa_05,4,Almost Always
h4l15,sx_promisa_06,0,Never
h4l15,sx_promisa_06,1,Almost Never
h4l15,sx_promisa_06,2,Sometimes
h4l15,sx_promisa_06,3,Often
h4l15,sx_promisa_06,4,Almost Always
h4l15,sx_promisa_07,0,Never
h4l15,sx_promisa_07,1,Almost Never
h4l15,sx_promisa_07,2,Sometimes
